Company Name,Website,Source,Phone Number,Contact Person,Contact Title,Contact Email,Founder Source,All Emails Found
Hope's Door,https://hdnbc.org/resale-store,OSM (fill),0220726,Christina Coultas,CEO,christina@hdnbc.org,website,info@hdnbc.org; aborrego@hdnbc.org; aedwards@hdnbc.org; aholcomb@hdnbc.org; asausameda@hdnbc.org; blopez@hdnbc.org; brobinson@hdnbc.org; coffoboche@hdnbc.org; cwalker@hdnbc.org; cwebster@hdnbc.org; development@hdnbc.org; dgarcia@hdnbc.org; education@hdnbc.org; gbaldino@hdnbc.org; ggoya@hdnbc.org; gholguin@hdnbc.org; gvelezlopez@hdnbc.org; hhubacek@hdnbc.org; htharp@hdnbc.org; icosta@hdnbc.org; jjackson@hdnbc.org; jvelazquez@hdnbc.org; khernandez@hdnbc.org; kjallow@hdnbc.org; kramos@hdnbc.org; lchavez@hdnbc.org; metrevino@hdnbc.org; mmonroy@hdnbc.org; mread@hdnbc.org; mroca@hdnbc.org; mvaldez@hdnbc.org; nkahn@hdnbc.org; ssumner@hdnbc.org; tfeemster@hdnbc.org; trice@hdnbc.org; volunteer@hdnbc.org; zmata@hdnbc.org; christina@hdnbc.org
Advancial Federal Credit Union,https://www.advancial.org/locations/richardson,OSM (fill),0474428984811,,,fraudalert@advancial.org,none,fraudalert@advancial.org; loans@advancialmortgage.com; lruiz@advancial.org; msc@advancial.org; richardson@advancial.org; tstanley@advancial.org
Custer McDermott Animal Hospital,https://texasveterinary.com,OSM (fill),09375185,Fantasia Hospital,Manager,fantasia.hospital@texasveterinary.com,website,hello@texasveterinary.com; fantasia.hospital@texasveterinary.com
west elm,https://westelm.com,OSM (fill),09142961543,Responsible Retail,Partner,responsible.retail@westelm.com,website,customerservice@westelm.com; responsible.retail@westelm.com
Prosperity Bank,https://www.prosperitybankusa.com,OSM (fill),0260714,Bank Customers,Partner,bank.customers@prosperitybankusa.com,website,treasurymanagement.support@prosperitybankusa.com; trust@prosperitybankusa.com; bank.customers@prosperitybankusa.com
DaVita Dialysis,https://www.davita.com,OSM (fill),0260616,Fulfillment We,owner,fulfillment@davita.com,website,independentchair@davita.com; fulfillment@davita.com
Crunch Fitness,https://www.crunch.com/locations/plano,OSM (fill),0214519,Crunch Gym,Owner,crunch.gym@crunch.com,website,info@crunchplano.com; crunch.gym@crunch.com
MyGarageFloors.com,https://mygaragefloors.com/service-area/garage-floor-coating-dallas-tx,OSM (fill),0221102,Choose Polyaspartic,owner,choose.polyaspartic@mygaragefloors.com,website,hello@mygaragefloors.com; choose.polyaspartic@mygaragefloors.com
Shiraz Mediterranean Grill,https://shirazdallas.com,OSM (fill),026080521,,,shirazgrill@yahoo.com,none,shirazgrill@yahoo.com
BitBranding,https://www.bitbranding.co,OSM (fill),0510535931761834000,Aaron Pearson,Founder,aaron.pearson@bitbranding.co,website,hello@bitbranding.co; hello@bitbranding.com; aaron.pearson@bitbranding.co
Training Mate,https://trainingmate.com/studios/plano,OSM (fill),0251104,Luke Milton,founder,luke@trainingmate.com,website,kerry@trainingmate.com; mate@trainingmate.com; plano@trainingmate.com; luke@trainingmate.com
GuideIT,https://www.guideit.com,OSM (fill),0260731,Capabilities Security,Partner,capabilities.security@guideit.com,website,info@guideit.com; capabilities.security@guideit.com
Harmonic Consulting,https://harmonicconsulting.com,OSM,08406788374,As Partner,President,as.partner@harmonicconsulting.com,website,support@harmonicconsulting.com; sales@harmonicconsulting.com; as.partner@harmonicconsulting.com
BODY20,https://body20.com/watters-creek,OSM (fill),088301782595937974,Book Your,Team Member,book@body20.com,website,watterscreek@body20.com; book@body20.com
Allen City Hall,https://www.cityofallen.org,OSM (fill),02608051117,Details Contra,cto,details.contra@cityofallen.org,website,coa@allentx.gov; locates@allentx.gov; recordplans@allentx.gov; webpageupdate_subscribers@revize.com; details.contra@cityofallen.org
Nutrition 1st,https://nutrition1st.com,OSM (fill),0240610,,,trynutrition1st@aol.com,none,trynutrition1st@aol.com
Silvermark Assisted Living & Memory Care,https://www.silvermarkmemorycare.com,OSM (fill),013011247669,Living Award,Senior,living.award@silvermarkmemorycare.com,website,support@silvermarkmemorycare.com; living.award@silvermarkmemorycare.com
Vitafusions,https://vitafusionsiv.com,OSM (fill),08673550532324,Google Vi,cto,google.vi@vitafusionsiv.com,website,rdukes@vita-fusions.com; trdukes@vita-fusions.com; google.vi@vitafusionsiv.com
Overhead Door Company of Collin County™,https://dallasdoors.com/the-overhead-door-company-of-collin-county,OSM (fill),0251003,Collin County,owner,collin@dallasdoors.com,website,websales@dallasdoors.com; collin@dallasdoors.com
Mirrored Storage,https://mirroredstorage.com,OSM (fill),0517336,Call Now,Owner,call@mirroredstorage.com,website,john@mirroredstorage.com; call@mirroredstorage.com
Celebrity Nails,https://celebritynailsplano.com,OSM (fill),0221102,,,celebritynails1200@gmail.com,none,celebritynails1200@gmail.com
Bait-ul-Ikram Mosque,https://islamindallas.org,OSM (fill),028846288981078390,American Red,partner,american.red@islamindallas.org,website,info@islamindallas.org; american.red@islamindallas.org
West Plano Emergency Room,https://westplanoer.com,OSM (fill),0260730,Nutex Health,partner,nutex.health@westplanoer.com,website,info@alexandriaer.com; info@nutexhealth.com; nutex.health@westplanoer.com
Murphy Veterinary Hospital,https://murphyvets.com,OSM (fill),0100101,Biomedical Sciences,cto,biomedical.sciences@murphyvets.com,website,murphy_vet@yahoo.com; biomedical.sciences@murphyvets.com
Legacy Tower,https://www.legacy-tower.com,OSM (fill),0209419,Dallas Parkway,OWNER,dallas.parkway@legacy-tower.com,website,alexandra.cullins@cbre.com; dennis.barnes@cbre.com; jweber@lpc.com; kaswani@lpc.com; legacy_tower@hotmail.com; mflores@lpc.com; sarahadams@lpc.com; dallas.parkway@legacy-tower.com
Red Raider Outfitter,https://redraideroutfitter.com,OSM (fill),06526964,Red Raider,cto,red@redraideroutfitter.com,website,orders@redraideroutfitter.com; red@redraideroutfitter.com
Bellezza Salon Suites,https://www.bellezzasalonsuites.com/windhaven,OSM (fill),0260609,,,fred@bellezzasalonsuites.com,none,info@facehavenskinspa.com; fred@bellezzasalonsuites.com; hbgsalon@me.com; line@lchairdesigns.com
La Quinta Inn & Suites,https://www.wyndhamhotels.com/laquinta/plano-texas/la-quinta-dallas-plano-west/overview,OSM (fill),+19725990700,Downtown Dallas,President,downtown.dallas@wyndhamhotels.com,website,accessibility@wyndham.com; downtown.dallas@wyndhamhotels.com
Texas Health Allen,https://www.texashealth.org/allen,OSM (fill),0250326,Fort Worth,CEO,fort@texashealth.org,website,communityhope@texashealth.org; fort@texashealth.org
SPIARS Engineering,https://www.spiarseng.com,OSM (fill),0250820,Member Chair,CEO,member.chair@spiarseng.com,website,hr@spiarsengineering.com; member.chair@spiarseng.com
Shala Yoga Loft,https://www.shalayogaloft.com,OSM (fill),01520153,,,info@shalayogaloft.com,none,info@shalayogaloft.com
Landmark Of Plano Rehabilitation And Nursing Center,https://landmarkplano.com,OSM (fill),0260612,,,info_landmarkplano@csnhc.com,none,info_landmarkplano@csnhc.com
DOT Compliance Group,https://www.dotcompliancegroup.com,OSM (fill),0260708,Customers Real,owner,customers.real@dotcompliancegroup.com,website,support@dotcompliancegroup.com; customers.real@dotcompliancegroup.com
EōS Fitness,https://www.eosfitness.com/gym/frisco-preston-rd-lebanon-rd,OSM (fill),08134106,Rich Drengberg,CEO,rich@eosfitness.com,website,fmtxfpl@eosfitness.com; gmtxfpl@eosfitness.com; onlinesalestxfpl@eosfitness.com; rich@eosfitness.com
LA Fitness,https://www.lafitness.com/Pages/clubhome.aspx?clubid=430,OSM (fill),011306302026,,,contactus@fitnessintl.com,none,contactus@fitnessintl.com
Hashi Japanese Kitchen,https://www.hashirestaurants.com,OSM (fill),01320137,,,hashirestaurants@gmail.com,none,hashirestaurants@gmail.com
More Than Yoga,https://morethanyogaplano.com,OSM (fill),+19727959839,,,info@morethanyogaplano.com,none,info@morethanyogaplano.com
